Record ID,Category,Prompt Preview,检查是否完成,是否存在Viewer失败项,是否待仿真,标注版本,零件拆分与活动属性是否合理,零件数量和种类是否符合描述,必要结构是否完整,几何形状、尺寸和比例是否合理,零件位置、朝向与装配关系是否合理,初始状态是否不存在非预期穿插、悬浮或脱离,父子关系与连接对象是否正确,活动零件是否具有对应的运动学关节,运动学关节类型是否正确,运动学关节的位置与轴向是否正确,运动学关节的运动范围是否合理,活动零件是否具有可信的实体连接或支撑结构,运动过程中是否不存在非预期穿模或几何干涉,多部件机构的连接与运动关系是否合理,Notes,Annotator,Legacy Failure Types,Legacy Source,Legacy Conversion Notes,Created At,Updated At
rec_hand_truck_dolly_0002,Hand truck dolly,"A standard upright hand truck. A tubular frame rises from a flat toe plate, with two large wheels mounted on an axle at the lower rear corners and loop handl...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_hand_truck_dolly_1a842b7dbed8438c84571e70a7a63608,Hand truck dolly,"A convertible dolly with a rear wheel axle and a fold-down front caster module. The upright frame carries two large rear wheels and a main nose plate, while...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_hand_truck_dolly_867598cfb9504138aa10b457e62584f8,Hand truck dolly,A keg hand truck with a curved back frame and a folding retaining hook. The tall frame has two transport wheels at the rear and a small top hook that folds d...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_hinged_window_or_hatch_4a234f163ab84ad1bde9f259c8a90b13,Hinged window or hatch,"A realistic, highly detailed hinged window or hatch with a sturdy frame, clear panel or solid panel construction, and believable mounting hardware. The openi...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_hinged_window_or_hatch_622e2e308f914295b168625df63170d6,Hinged window or hatch,"An aircraft-style access hatch with a side hinge and two latch dogs on the opposite edge. The thick outer frame surrounds a slightly recessed panel, and the...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_hinged_window_or_hatch_c93e1e96359b4fc6b40aeef29b2037b3,Hinged window or hatch,A side-hinged casement window in a rectangular frame. A glazed sash mounts to one jamb on two hinges and carries a crank or lever handle at the opposite side...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_hingeddoor_cabinet_0001,Hinged-door cabinet,"A realistic, highly detailed cabinet with a well-built body, hinged doors, and believable handles, hinges, and interior volume. The doors articulate naturall...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_hingeddoor_cabinet_0002,Hinged-door cabinet,"A small wall cabinet with two side-hinged doors. A rectangular box body has a top, bottom, two sides, and a central shelf, with each front door mounted to an...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_hingeddoor_cabinet_70aaa61e823049d6ba775ffab0810aa9,Hinged-door cabinet,"A realistic, highly detailed cabinet with a well-built body, hinged doors, and believable handles, hinges, and interior volume. The doors articulate naturall...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_hingeddoor_cabinet_cb53f306db124c92bc397dd2789bdd60,Hinged-door cabinet,A tall pantry cabinet with separate upper and lower doors on the same side. The cabinet carcass is a full-height rectangle with a divider rail between the co...,否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_instrument_case_with_hinged_lid_39f5cfa36a9c4ebbbe6fbc3387f6fd6c,Instrument case with hinged lid,"A guitar effects carry case with an angled lower tray and a hinged dust cover. The lower shell is broad and shallow, and the cover is attached at the rear ed...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_instrument_case_with_hinged_lid_dac33e02a9b54dda87a3e498fd1dd0d5,Instrument case with hinged lid,"A compact clarinet case with a flat-bottom shell and a domed lid. The molded lower body holds the instrument cavity, the lid is attached along the rear edge,...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_instrument_case_with_hinged_lid_f494d0f9c8f248d2811b718eb5468091,Instrument case with hinged lid,"A flute case with a slim rectangular shell and a broad top lid. The rigid lower tray is shallow and narrow, and the lid is attached along the back edge with...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_internet_router_274198c982a8449aba4b339dafd57dea,Internet Router,"A premium home router with four antennas and a rotary brightness knob. The faceted body carries two antennas at the rear and one on each side, with a small k...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_internet_router_2f4a8a7046e14284bd1493e09fd6abf3,Internet Router,"An upright home router with a vertical slab body and a fold-out rear kickstand. The housing stands on its lower edge, two short antennas hinge from the top c...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_internet_router_4924d7f6822a463492db178591ba1ed1,Internet Router,"A premium home router with four antennas and a rotary brightness knob. The faceted body carries two antennas at the rear and one on each side, with a small k...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,unreasonable_prompt,旧版350转换（有失败记录）,unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_jet_engine_0001,Jet Engine,"A realistic, highly detailed jet engine with a convincing nacelle, intake, fan assembly, core, and exhaust structure. The fan and any standard exposed mechan...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,满足,,,,,,旧版350转换（无失败记录）,该案例位于旧版前350条清单中，但旧版失败记录表没有此 Record ID；因此按旧版判定为无失败。仅旧版覆盖的维度写为“满足”，新版新增维度保留“未核验”。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_jet_engine_278c04c01aad44c18023852aa316c0eb,Jet Engine,A compact turbojet module on a maintenance stand with a visible compressor face and a short exhaust nozzle. The cylindrical outer case is supported by a simp...,否,,,old,满足,不满足,不满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,missing_part,旧版350转换（有失败记录）,missing_part → 零件数量和种类、必要结构均标为不满足。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_joystick_mechanism_3ffe5cc58efe4b0b968e0c3354a8df15,Joystick mechanism,"A low console joystick module with a shallow circular base cup, an outer gimbal ring, an inner trunnion cradle, and a short central stick capped by a knurled...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics; unreasonable_prompt,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。；unreasonable_prompt 在新版中没有直接对应字段，仅保留旧标签和 Viewer 失败结论。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_joystick_mechanism_4d2413080c2648bfaf5f622c417b2aad,Joystick mechanism,"A cardan-ring joystick mechanism. A grounded cup base supports an outer ring, an inner ring, and a rigid central stick fixed to the inner ring. The outer and...",否,,,old,满足,不满足,不满足,,,,满足,满足,,满足,满足,满足,,,,wanglin,missing_part,旧版350转换（有失败记录）,missing_part → 零件数量和种类、必要结构均标为不满足。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_joystick_mechanism_e1340223e0e74a7f8ad40f637f756279,Joystick mechanism,"An under-slung joystick assembly. A top support bracket carries an outer yoke and an inner yoke below it, with the stick projecting downward from the innermo...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_keyboard_0005,Keyboard,"A compact mechanical keyboard. A rectangular case supports a grid of raised keycaps and a space bar row, with all keys arranged on a slightly recessed top pl...",否,,,old,满足,满足,满足,,,,满足,满足,,,,满足,,,,wanglin,invalid_axis_or_range,旧版350转换（有失败记录）,invalid_axis_or_range 无法区分轴向和范围，两个字段均标为待复核。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_keyboard_070549289ffa4a2e9a55bbbce0ef9a74,Keyboard,"A full-size office keyboard with a main typing block, a numeric keypad, and flip-out rear feet under the back edge. The broad housing carries stepped key row...",否,,,old,满足,满足,满足,,,,满足,满足,,,,满足,,,,wanglin,invalid_axis_or_range,旧版350转换（有失败记录）,invalid_axis_or_range 无法区分轴向和范围，两个字段均标为待复核。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_keyboard_5acc1d5940194353b53a5281f209cf48,Keyboard,"A full-size office keyboard with a main typing block, a numeric keypad, and flip-out rear feet under the back edge. The broad housing carries stepped key row...",否,,,old,满足,满足,满足,,,,满足,满足,,,,满足,,,,wanglin,invalid_axis_or_range,旧版350转换（有失败记录）,invalid_axis_or_range 无法区分轴向和范围，两个字段均标为待复核。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
rec_kick_scooter_0ae02eeffd0a45249a0cf934ff7680a3,Kick scooter,"An off-road kick scooter with large pneumatic wheels and a front fork. The long deck is fixed between a steerable front fork and a rear wheel swing bracket,...",否,,,old,满足,满足,满足,,,,满足,满足,,满足,满足,不满足,,,,wanglin,missing_dynamics,旧版350转换（有失败记录）,missing_dynamics 按旧标准语义映射到可信实体连接或支撑结构。,2026-07-29T23:53:59.333090+00:00,2026-07-30T00:13:11.652819+00:00
